Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
3785,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.a) Aufwendungen für RHB (als Minderung)","Erhaltene Rabatte für RHB (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3790,"Erhaltene Rabatte 19/16% Vorsteuer",Betriebsausgabe,Preisnachlässe,"","","5.b) Aufwendungen für bezogene Waren (als Minderung)","Erhaltene Rabatte mit Vorsteuerkorrektur (Regelsatz).","66","9","Wareneinsatz und Fremdleistungen",Aufwandskonto,Ja,1600
3800,Anschaffungsnebenkosten,Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Nebenkosten des Wareneinkaufs wie Fracht, Verpackung, Versicherung.","","","",Aufwandskonto,Nein,1600
3850,"Zölle und Einfuhrabgaben",Betriebsausgabe,Wareneinkauf,"","","5.b) Aufwendungen für bezogene Waren","Anschaffungsnebenkosten für Waren aus Drittländern (ohne Einfuhrumsatzsteuer).","","","",Aufwandskonto,Nein,1600
4100,"Löhne und Gehälter",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Sammelkonto für Bruttolöhne und -gehälter.","","","",Aufwandskonto,Nein,1740
4110,Löhne,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Bruttolöhne für gewerbliche Arbeitnehmer.","","","",Aufwandskonto,Nein,1740
4120,Gehälter,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Bruttogehälter für Angestellte.","","","",Aufwandskonto,Nein,1740
4124,"Geschäftsführergehälter der GmbH-Gesellschafter",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Bruttogehälter für Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1740
4126,"Tantiemen Gesellschafter-Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Erfolgsabhängige Vergütungen für Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1740
4127,Geschäftsführergehälter,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Bruttogehälter für Fremdgeschäftsführer.","","","",Aufwandskonto,Nein,1740
4129,"Tantiemen Arbeitnehmer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Erfolgsabhängige Vergütungen für Arbeitnehmer.","","","",Aufwandskonto,Nein,1740
4130,"Gesetzliche soziale Aufwendungen",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben und Aufwendungen für Altersversorgung","Arbeitgeberanteile zur Sozialversicherung (Kranken-, Renten-, Arbeitslosen-, Pflegeversicherung).","","","",Aufwandskonto,Nein,1742
4138,"Beiträge zur Berufsgenossenschaft (Personal)",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Beiträge zur gesetzlichen Unfallversicherung.","","","",Aufwandskonto,Nein,1742
4139,"Ausgleichsabgabe i.S.d. Schwerbehindgesetzes",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Abgabe für die Nichtbeschäftigung von Schwerbehinderten.","","","",Aufwandskonto,Nein,1742
4140,"Freiwillige soziale Aufwendungen - lohnsteuerfrei",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Lohnsteuerfreie freiwillige Leistungen wie Zuschüsse für Kindergarten, Erholungsbeihilfen.","","","",Aufwandskonto,Nein,1200
4141,"Sonstige soziale Abgaben",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Sonstige gesetzliche Abgaben wie Umlage U1/U2/Insolvenzgeld.","","","",Aufwandskonto,Nein,1742
4144,"Soziale Abgaben für Minijobber",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Pauschale Kranken- und Rentenversicherungsbeiträge für geringfügig Beschäftigte.","","","",Aufwandskonto,Nein,1742
4145,"Freiwillige soziale Aufwendungen - lohnsteuerpflichtig",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Lohnsteuerpflichtige freiwillige Leistungen, gelten als Arbeitslohn.","","","",Aufwandskonto,Nein,1740
4146,"Freiwillige Zuwendungen an Minijobber",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Freiwillige, steuerpflichtige Leistungen an Minijobber.","","","",Aufwandskonto,Nein,1740
4147,"Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Freiwillige, steuerpflichtige Leistungen an Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1740
4148,"Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Freiwillige, steuerpflichtige Leistungen an angestellte Mitunternehmer.","","","",Aufwandskonto,Nein,1740
4149,"Pauschale Steuer auf sonstige Bezüge (z.B. Fahrtkostenzuschüsse)",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Vom Arbeitgeber übernommene pauschale Lohnsteuer nach § 40 EStG.","","","",Aufwandskonto,Nein,1741
4150,Krankengeldzuschüsse,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Freiwillige Zuschüsse des Arbeitgebers zum Krankengeld.","","","",Aufwandskonto,Nein,1740
4151,"Sachzuwendungen und Dienstleistungen an Minijobber",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Steuerpflichtige Sachbezüge an Minijobber.","","","",Aufwandskonto,Nein,1740
4152,"Sachzuwendungen und Dienstleistungen an Arbeitnehmer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Steuerpflichtige Sachbezüge (z.B. Firmenwagen, Gutscheine) an Arbeitnehmer.","","","",Aufwandskonto,Nein,1740
4153,"Sachzuwendungen und Dienstleistungen an Gesellschafter-Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Steuerpflichtige Sachbezüge an Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1740
4154,"Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Steuerpflichtige Sachbezüge an angestellte Mitunternehmer.","","","",Aufwandskonto,Nein,1740
4155,"Zuschüsse der Agenturen für Arbeit (Haben)",Einnahme,"Personalkosten (Minderung)","","","6.a) Löhne und Gehälter (als Minderung)","Erhaltene Lohnkostenzuschüsse (z.B. Kurzarbeitergeld, Eingliederungszuschüsse), die den Personalaufwand mindern.","","","",Ertragskonto,Nein,1200
4156,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Aufwand aus der Zuführung bzw. Ertrag aus der Auflösung von Urlaubsrückstellungen.","","","",Aufwandskonto,Nein,0961
4157,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Wie 4156, speziell für Geschäftsführer.","","","",Aufwandskonto,Nein,0961
4158,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Wie 4156, speziell für angestellte Mitunternehmer.","","","",Aufwandskonto,Nein,0961
4159,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Wie 4156, speziell für Minijobber.","","","",Aufwandskonto,Nein,0961
4160,Versorgungskassen,Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Beiträge an Pensions- oder Unterstützungskassen.","","","",Aufwandskonto,Nein,1742
4165,"Aufwendungen für Altersversorgung (Direktversicherung)",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Beiträge für betriebliche Altersvorsorge (z.B. Direktversicherung, Pensionsfonds).","","","",Aufwandskonto,Nein,1742
4166,"Aufwendungen für Altersversorgung für Gesellschafter-Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Wie 4165, speziell für Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1742
4167,"Pauschale Lohnsteuer auf sonstige Bezüge (z.B. Direktversicherung)",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Vom Arbeitgeber übernommene pauschale Lohnsteuer nach § 40b EStG.","","","",Aufwandskonto,Nein,1741
4168,"Aufwendungen für die Alterversorgung für Mitunternehmer § 15 EStG",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Wie 4165, speziell für angestellte Mitunternehmer.","","","",Aufwandskonto,Nein,1742
4169,"Aufwendungen für Unterstützung",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Unterstützungsleistungen an (ehemalige) Arbeitnehmer, z.B. bei Notfällen.","","","",Aufwandskonto,Nein,1200
4170,"Vermögenswirksame Leistungen",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Arbeitgeberanteil zu vermögenswirksamen Leistungen.","","","",Aufwandskonto,Nein,1750
4175,"Fahrtkostenerstattung - Fahrten Wohnung/Arbeitsstätte",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Steuerpflichtige oder pauschal versteuerte Zuschüsse des Arbeitgebers.","","","",Aufwandskonto,Nein,1740
4180,Bedienungsgelder,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Trinkgelder, die als Betriebsausgabe behandelt werden (z.B. bei Verteilung durch Arbeitgeber).","","","",Aufwandskonto,Nein,1740
4190,Aushilfslöhne,Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Löhne für kurzfristig Beschäftigte.","","","",Aufwandskonto,Nein,1740
4194,"Pauschale Steuer für Minijobber",Betriebsausgabe,Personalkosten,"","","6.b) Soziale Abgaben...","Pauschale Lohnsteuer (2%) für geringfügig Beschäftigte.","","","",Aufwandskonto,Nein,1741
4195,"Löhne für Minijobs",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Bruttolöhne für geringfügig Beschäftigte (Minijobber).","","","",Aufwandskonto,Nein,1740
4196,"Pauschale Steuer für Gesellschafter-Geschäftsführer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Vom Arbeitgeber übernommene pauschale Lohnsteuer für Gesellschafter-Geschäftsführer.","","","",Aufwandskonto,Nein,1741
4197,"Pauschale Steuern für angestellte Mitunternehmer § 15 EStG",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Vom Arbeitgeber übernommene pauschale Lohnsteuer für angestellte Mitunternehmer.","","","",Aufwandskonto,Nein,1741
4198,"Pauschale Steuern für Arbeitnehmer",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Sammelkonto für pauschale Lohnsteuern.","","","",Aufwandskonto,Nein,1741
4199,"Pauschale Steuer für Aushilfen",Betriebsausgabe,Personalkosten,"","","6.a) Löhne und Gehälter","Pauschale Lohnsteuer für kurzfristig Beschäftigte nach § 40a Abs. 1 EStG.","","","",Aufwandskonto,Nein,1741
4200,Raumkosten,Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für Raumkosten.","","","",Aufwandskonto,Nein,1600
4210,"Büromiete / betriebliche Räume und Nutzungsflächen",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Miete für Geschäftsräume, Büros, Lagerhallen etc.","","","",Aufwandskonto,Nein,1600
4211,"Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Anteil der Miete/Pacht, der bei der Gewerbesteuer hinzugerechnet wird.","","","",Aufwandskonto,Nein,1600
4212,"Miete/Aufwendungen für doppelte Haushaltsführung",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Abzugsfähige Mietkosten im Rahmen einer doppelte Haushaltsführung.","","","",Aufwandskonto,Nein,1200
4215,"Leasing (unbewegliche Wirtschaftsgüter)",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Leasingraten für Gebäude, Grundstücke (Operating Leasing).","","","",Aufwandskonto,Nein,1600
4220,"Pacht (unbewegliche Wirtschaftsgüter)",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Pacht für Grundstücke und Gebäude.","","","",Aufwandskonto,Nein,1600
4250,Reinigung,Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Kosten für die Reinigung von Betriebsräumen (Personal, Material, Fremdfirmen).","","","",Aufwandskonto,Nein,1600
4260,"Instandhaltung betrieblicher Räume",Betriebsausgabe,"Reparatur/Instandhaltung","","","8. Sonstige betriebliche Aufwendungen","Kleinere Reparaturen und Schönheitsreparaturen in Betriebsräumen.","","","",Aufwandskonto,Nein,1600
4270,"Abgaben für betrieblich genutzten Grundbesitz",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Öffentliche Abgaben wie Müllabfuhr, Straßenreinigung (ohne Grundsteuer).","","","",Aufwandskonto,Nein,1736
4280,"Sonstige Raumkosten",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Auffangkonto für Raumkosten, z.B. Schornsteinfeger.","","","",Aufwandskonto,Nein,1600
4288,"Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil)",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Steuerlich abzugsfähiger Teil der Kosten für ein häusliches Arbeitszimmer.","","","",Aufwandskonto,Nein,
4289,"Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil)",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Steuerlich nicht abzugsfähiger Teil der Kosten für ein häusliches Arbeitszimmer.","","","",Aufwandskonto,Nein,
4290,"Grundstücksaufwendungen betrieblich",Betriebsausgabe,Raumkosten,"","","8. Sonstige betriebliche Aufwendungen","Laufende Aufwendungen für betriebliche Grundstücke (ohne Gebäude).","","","",Aufwandskonto,Nein,1600
4300,"Nicht abziehbare Vorsteuer (Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Vorsteuer, die nicht abzugsfähig ist und als separater Aufwand gebucht wird.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,
4301,"Nicht abziehbare Vorsteuer 7% (Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Wie 4300, für den ermäßigten Satz.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,
4306,"Nicht abziehbare Vorsteuer 19% (Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Wie 4300, für den Regelsatz.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,
4320,Gewerbesteuervorauszahlung,Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Gewerbesteueraufwand des laufenden Jahres (bei KapGes). Ist steuerlich nicht abzugsfähig.","","","",Aufwandskonto,Nein,1736
4340,"Sonstige Betriebssteuern",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Betrieblich veranlasste Steuern, die keine Personen- oder Verbrauchssteuern sind.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1736
4350,Verbrauchsteuer,Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Aufwand für betriebliche Verbrauchssteuern (z.B. Energiesteuer, Kaffeesteuer).","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1747
4360,Versicherungen,Betriebsausgabe,"Versicherungen/Beiträge","","","8. Sonstige betriebliche Aufwendungen","Beiträge für betriebliche Versicherungen (z.B. Haftpflicht, Gebäude, Inhaltsversicherung).","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1600
4380,"Sonstige Beiträge",Betriebsausgabe,"Versicherungen/Beiträge","","","8. Sonstige betriebliche Aufwendungen","Beiträge an Kammern (IHK, HWK), Verbände etc.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1600
4390,"Sonstige Abgaben",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Sonstige öffentlich-rechtliche Abgaben (z.B. GEZ, Schwerbehindertenabgabe).","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1600
4396,"Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Zuschläge zu abzugsfähigen Steuern (z.B. USt).","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1736
4397,"Nicht abzugsf. Verspätungszuschlag und Zwangsgelder",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Zuschläge zu nicht abzugsfähigen Steuern (z.B. GewSt, KSt).","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1736
4500,Fahrzeugkosten,Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für Fahrzeugkosten.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,
4510,"Kfz - Steuern",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Kraftfahrzeugsteuer für betriebliche Fahrzeuge.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1736
4520,"Kfz - Versicherungen",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Haftpflicht- und Kaskoversicherungen für betriebliche Fahrzeuge.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4530,"Laufende Kfz - Betriebskosten",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Kraftstoff, Öl, Wagenpflege etc.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4540,"Kfz - Reparaturen",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Reparaturen und Inspektionen an betrieblichen Fahrzeugen.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4560,Mautgebühren,Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Straßennutzungsgebühren für LKW und PKW.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4580,"Sonstige Kfz-Kosten (z.B. Reinigung, Parken)",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Parkgebühren, ADAC-Beiträge, Zubehör etc.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4590,"Kfz-Kosten für betrieblich genutzte zum Privatvermögen gehörende Kraftfahrzeuge",Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Erstattung von Kosten an den Unternehmer für die Nutzung seines Privat-PKW (keine pauschale km-Erstattung).","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1890
4595,Fremdfahrzeugkosten,Betriebsausgabe,"Kfz-Kosten","","","8. Sonstige betriebliche Aufwendungen","Kosten für Mietwagen, Car-Sharing etc.","","","Kraftfahrzeugkosten",Aufwandskonto,Nein,1600
4600,Werbekosten,Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Anzeigen, Prospekte, Werbeagenturen, Messestände etc.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4605,Streuartikel,Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Werbeartikel mit geringem Wert (z.B. Kugelschreiber, Kalender).","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4630,"Geschenke bis 50 Euro",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Steuerlich abzugsfähige Geschenke an Geschäftsfreunde (Wertgrenze beachten).","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4631,"Geschenke abzugsfähig mit § 37b EStG",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Abzugsfähige Geschenke, für die die Pauschalversteuerung nach §37b EStG gewählt wurde.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4632,"Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Pauschalsteuer nach §37b EStG für abzugsfähige Geschenke.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1741
4635,"Geschenke über 50 Euro",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Steuerlich nicht abzugsfähige Geschenke an Geschäftsfreunde (Wertgrenze überschritten).","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4636,"Geschenke nicht abzugsfähig mit § 37b EStG",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Nicht abzugsfähige Geschenke, für die die Pauschalversteuerung gewählt wurde.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4637,"Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Pauschalsteuer nach §37b EStG für nicht abzugsfähige Geschenke.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1741
4638,"Geschenke ausschließlich betrieblich genutzt",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Geschenke an Arbeitnehmer, die als Arbeitslohn gelten, oder Sachprämien.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4639,"Zugaben mit § 37b EStG",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Sachzugaben, für die die Pauschalversteuerung nach §37b EStG gewählt wurde.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4640,Repräsentationskosten,Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Kosten der betrieblichen Darstellung nach außen (z.B. Empfänge, Dekoration).","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4650,Bewirtungskosten,Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Aufwand für die Bewirtung von Geschäftsfreunden (Bruttobetrag). Der nicht abzugsfähige Anteil wird separat gebucht.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4651,"Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil)",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Abzugsfähiger Anteil von z.B. Jagd, Fischerei, Segelyachten.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4652,"Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Nicht abzugsfähiger Anteil von z.B. Jagd, Fischerei, Segelyachten.","","","Neutrale Aufwendungen",Aufwandskonto,Nein,
4653,"Aufmerksamkeiten, betrieblich veranlasste Bewirtung (100% abzugsfähig)",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Kaffee/Gebäck für Kunden","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1600
4654,"Nicht abzugsfähige Bewirtungskosten",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","30% der Nettobewirtungskosten, die steuerlich nicht abzugsfähig sind.","","","Neutrale Aufwendungen",Aufwandskonto,Nein,
4655,"Geldbußen, Ordnungsgelder und Verwarnungsgelder",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Steuerlich nicht abzugsfähige Strafzahlungen.","","","Neutrale Aufwendungen",Aufwandskonto,Nein,1200
4660,"Reisekosten Arbeitnehmer",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für Reisekosten von Mitarbeitern.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,
4663,"Reisekosten Arbeitnehmer Fahrtkosten",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Erstattung von Tickets für Bahn, Flug etc. an Arbeitnehmer.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1740
4664,"Reisekosten Arbeitnehmer Verpflegungsmehraufwand",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Erstattung von Verpflegungspauschalen an Arbeitnehmer im Rahmen der steuerlichen Grenzen.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1740
4666,"Reisekosten Arbeitnehmer Übernachtungsaufwand",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Erstattung von Hotelkosten an Arbeitnehmer.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1740
4668,"Reisekosten Arbeitnehmer Kilometergelderstattung",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Steuerfreie Erstattung von Kilometerpauschalen für Dienstreisen mit dem Privat-PKW.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1740
4670,"Reisekosten Unternehmer",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für Reisekosten des Unternehmers/Gesellschafters.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,
4672,"Reisekosten Unternehmer (nicht abziehbarer Anteil)",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen (Korrekturposten)","Nicht abzugsfähiger Teil der Reisekosten bei gemischt veranlassten Reisen.","","","Neutrale Aufwendungen",Aufwandskonto,Nein,
4673,"Reisekosten Unternehmer Fahrtkosten",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Fahrtkosten des Unternehmers (Bahn, Flug etc.).","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1890
4674,"Reisekosten Unternehmer, Verpflegungsmehraufwand",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Abzugsfähige Verpflegungspauschalen für den Unternehmer.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1890
4676,"Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten",Betriebsausgabe,"Werbe-/Reisekosten","","","8. Sonstige betriebliche Aufwendungen","Hotelkosten und sonstige Nebenkosten (Parken, Telefon) auf Reisen des Unternehmers.","","","Werbe- und Reisekosten",Aufwandskonto,Nein,1890
