Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
4215,Leasing (unbewegliche Wirtschaftsgüter),Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,"Leasingraten für Gebäude, Grundstücke (Operating Leasing).",,,,,,
4220,Pacht (unbewegliche Wirtschaftsgüter),Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,Pacht für Grundstücke und Gebäude.,,,,,,
4250,Reinigung,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für die Reinigung von Betriebsräumen (Personal, Material, Fremdfirmen).",,,,,,
4260,Instandhaltung betrieblicher Räume,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,Kleinere Reparaturen und Schönheitsreparaturen in Betriebsräumen.,,,,,,
4270,Abgaben für betrieblich genutzten Grundbesitz,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Öffentliche Abgaben wie Müllabfuhr, Straßenreinigung (ohne Grundsteuer).",,,,,,
4280,Sonstige Raumkosten,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,"Auffangkonto für Raumkosten, z.B. Schornsteinfeger.",,,,,,
4288,Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil),Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,Steuerlich abzugsfähiger Teil der Kosten für ein häusliches Arbeitszimmer.,,,,,,
4289,Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil),Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Steuerlich nicht abzugsfähiger Teil der Kosten für ein häusliches Arbeitszimmer.,,,,,,
4290,Grundstücksaufwendungen betrieblich,Betriebsausgabe,Raumkosten,,,8. Sonstige betriebliche Aufwendungen,Laufende Aufwendungen für betriebliche Grundstücke (ohne Gebäude).,,,,,,
4300,Nicht abziehbare Vorsteuer (Aufw.),Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Vorsteuer, die nicht abzugsfähig ist und als separater Aufwand gebucht wird.",,,"Steuern, Versicherungen und Beiträge",,,
4301,Nicht abziehbare Vorsteuer 7% (Aufw.),Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Wie 4300, für den ermäßigten Satz.",,,"Steuern, Versicherungen und Beiträge",,,
4306,Nicht abziehbare Vorsteuer 19% (Aufw.),Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Wie 4300, für den Regelsatz.",,,"Steuern, Versicherungen und Beiträge",,,
4320,Gewerbesteuervorauszahlung,Betriebsausgabe,Steuern v. Einkommen/Ertrag,,,17. Steuern vom Einkommen und vom Ertrag,Gewerbesteueraufwand des laufenden Jahres (bei KapGes). Ist steuerlich nicht abzugsfähig.,,,,,,
4340,Sonstige Betriebssteuern,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Betrieblich veranlasste Steuern, die keine Personen- oder Verbrauchssteuern sind.",,,"Steuern, Versicherungen und Beiträge",,,
4350,Verbrauchsteuer,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Aufwand für betriebliche Verbrauchssteuern (z.B. Energiesteuer, Kaffeesteuer).",,,"Steuern, Versicherungen und Beiträge",,,
4360,Versicherungen,Betriebsausgabe,Versicherungen/Beiträge,,,8. Sonstige betriebliche Aufwendungen,"Beiträge für betriebliche Versicherungen (z.B. Haftpflicht, Gebäude, Inhaltsversicherung).",,,"Steuern, Versicherungen und Beiträge",,,
4380,Sonstige Beiträge,Betriebsausgabe,Versicherungen/Beiträge,,,8. Sonstige betriebliche Aufwendungen,"Beiträge an Kammern (IHK, HWK), Verbände etc.",,,"Steuern, Versicherungen und Beiträge",,,
4390,Sonstige Abgaben,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,"Sonstige öffentlich-rechtliche Abgaben (z.B. GEZ, Schwerbehindertenabgabe).",,,"Steuern, Versicherungen und Beiträge",,,
4396,Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgelder,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,Zuschläge zu abzugsfähigen Steuern (z.B. USt).,,,"Steuern, Versicherungen und Beiträge",,,
4397,Nicht abzugsf. Verspätungszuschlag und Zwangsgelder,Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),"Zuschläge zu nicht abzugsfähigen Steuern (z.B. GewSt, KSt).",,,"Steuern, Versicherungen und Beiträge",,,
4500,Fahrzeugkosten,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für Fahrzeugkosten.,,,Kraftfahrzeugkosten,,,
4510,Kfz - Steuern,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Kraftfahrzeugsteuer für betriebliche Fahrzeuge.,,,Kraftfahrzeugkosten,,,
4520,Kfz - Versicherungen,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Haftpflicht- und Kaskoversicherungen für betriebliche Fahrzeuge.,,,Kraftfahrzeugkosten,,,
4530,Laufende Kfz - Betriebskosten,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kraftstoff, Öl, Wagenpflege etc.",,,Kraftfahrzeugkosten,,,
4540,Kfz - Reparaturen,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Reparaturen und Inspektionen an betrieblichen Fahrzeugen.,,,Kraftfahrzeugkosten,,,
4560,Mautgebühren,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Straßennutzungsgebühren für LKW und PKW.,,,Kraftfahrzeugkosten,,,
4580,"Sonstige Kfz-Kosten (z.B. Reinigung, Parken)",Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,"Parkgebühren, ADAC-Beiträge, Zubehör etc.",,,Kraftfahrzeugkosten,,,
4590,Kfz-Kosten für betrieblich genutzte zum Privatvermögen gehörende Kraftfahrzeuge,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,Erstattung von Kosten an den Unternehmer für die Nutzung seines Privat-PKW (keine pauschale km-Erstattung).,,,Kraftfahrzeugkosten,,,
4595,Fremdfahrzeugkosten,Betriebsausgabe,Kfz-Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für Mietwagen, Car-Sharing etc.",,,Kraftfahrzeugkosten,,,
4600,Werbekosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Anzeigen, Prospekte, Werbeagenturen, Messestände etc.",,,Werbe- und Reisekosten,,,
4605,Streuartikel,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Werbeartikel mit geringem Wert (z.B. Kugelschreiber, Kalender).",,,Werbe- und Reisekosten,,,
4630,Geschenke bis 50 Euro,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Steuerlich abzugsfähige Geschenke an Geschäftsfreunde (Wertgrenze beachten).,,,Werbe- und Reisekosten,,,
4631,Geschenke abzugsfähig mit § 37b EStG,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Abzugsfähige Geschenke, für die die Pauschalversteuerung nach §37b EStG gewählt wurde.",,,Werbe- und Reisekosten,,,
4632,Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig,Betriebsausgabe,Betriebliche Steuern,,,8. Sonstige betriebliche Aufwendungen,Pauschalsteuer nach §37b EStG für abzugsfähige Geschenke.,,,Werbe- und Reisekosten,,,
4635,Geschenke über 50 Euro,Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Steuerlich nicht abzugsfähige Geschenke an Geschäftsfreunde (Wertgrenze überschritten).,,,Werbe- und Reisekosten,,,
4636,Geschenke nicht abzugsfähig mit § 37b EStG,Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),"Nicht abzugsfähige Geschenke, für die die Pauschalversteuerung gewählt wurde.",,,Werbe- und Reisekosten,,,
4637,Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig,Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Pauschalsteuer nach §37b EStG für nicht abzugsfähige Geschenke.,,,Werbe- und Reisekosten,,,
4638,Geschenke ausschließlich betrieblich genutzt,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Geschenke an Arbeitnehmer, die als Arbeitslohn gelten, oder Sachprämien.",,,Werbe- und Reisekosten,,,
4639,Zugaben mit § 37b EStG,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Sachzugaben, für die die Pauschalversteuerung nach §37b EStG gewählt wurde.",,,Werbe- und Reisekosten,,,
4640,Repräsentationskosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten der betrieblichen Darstellung nach außen (z.B. Empfänge, Dekoration).",,,Werbe- und Reisekosten,,,
4650,Bewirtungskosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Aufwand für die Bewirtung von Geschäftsfreunden (Bruttobetrag). Der nicht abzugsfähige Anteil wird separat gebucht.,,,Werbe- und Reisekosten,,,
4651,Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil),Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Abzugsfähiger Anteil von z.B. Jagd, Fischerei, Segelyachten.",,,Werbe- und Reisekosten,,,
4652,Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil),Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),"Nicht abzugsfähiger Anteil von z.B. Jagd, Fischerei, Segelyachten.",,,neutrale Aufwendungen,,,
4653,"Aufmerksamkeiten, betrieblich veranlasste Bewirtung (100% abzugsfähig)",Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Kaffee/Gebäck für Kunden,,,Werbe- und Reisekosten,,,
4654,Nicht abzugsfähige Bewirtungskosten,Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),"30% der Nettobewirtungskosten, die steuerlich nicht abzugsfähig sind.",,,neutrale Aufwendungen,,,
4655,"Geldbußen, Ordnungsgelder und Verwarnungsgelder",Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Steuerlich nicht abzugsfähige Strafzahlungen.,,,neutrale Aufwendungen,,,
4660,Reisekosten Arbeitnehmer,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für Reisekosten von Mitarbeitern.,,,Werbe- und Reisekosten,,,
4663,Reisekosten Arbeitnehmer Fahrtkosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Erstattung von Tickets für Bahn, Flug etc. an Arbeitnehmer.",,,Werbe- und Reisekosten,,,
4664,Reisekosten Arbeitnehmer Verpflegungsmehraufwand,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Erstattung von Verpflegungspauschalen an Arbeitnehmer im Rahmen der steuerlichen Grenzen.,,,Werbe- und Reisekosten,,,
4666,Reisekosten Arbeitnehmer Übernachtungsaufwand,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Erstattung von Hotelkosten an Arbeitnehmer.,,,Werbe- und Reisekosten,,,
4668,Reisekosten Arbeitnehmer Kilometergelderstattung,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Steuerfreie Erstattung von Kilometerpauschalen für Dienstreisen mit dem Privat-PKW.,,,Werbe- und Reisekosten,,,
4670,Reisekosten Unternehmer,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für Reisekosten des Unternehmers/Gesellschafters.,,,Werbe- und Reisekosten,,,
4672,Reisekosten Unternehmer (nicht abziehbarer Anteil),Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Nicht abzugsfähiger Teil der Reisekosten bei gemischt veranlassten Reisen.,,,neutrale Aufwendungen,,,
4673,Reisekosten Unternehmer Fahrtkosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Fahrtkosten des Unternehmers (Bahn, Flug etc.).",,,Werbe- und Reisekosten,,,
4674,"Reisekosten Unternehmer, Verpflegungsmehraufwand",Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Abzugsfähige Verpflegungspauschalen für den Unternehmer.,,,Werbe- und Reisekosten,,,
4676,Reisekosten Unternehmer Übernachtungsaufwand und Reisenebenkosten,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,"Hotelkosten und sonstige Nebenkosten (Parken, Telefon) auf Reisen des Unternehmers.",,,Werbe- und Reisekosten,,,
4678,Reisekosten Unternehmer Kilometergelderstattung,Betriebsausgabe,Werbe-/Reisekosten,,,8. Sonstige betriebliche Aufwendungen,Pauschaler Ansatz für die Nutzung des Privat-PKW des Unternehmers für betriebliche Fahrten.,,,Werbe- und Reisekosten,,,
4679,Fahrten zwischen Wohnung und Betriebsstätte und Heimfahrten (nicht abziehbarer Anteil),Betriebsausgabe,Nicht abzugsfähige Betriebsausgaben,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),"Korrektur der über die Entfernungspauschale hinausgehenden, als Betriebsausgabe gebuchten Kosten.",,,neutrale Aufwendungen,,,
4680,Fahrten zwischen Wohnung und Betriebsstätte und Heimfahrten (Haben),Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen (Korrekturposten),Gegenkonto zur Verrechnung der tatsächlichen Kosten für Fahrten Wohnung-Betriebsstätte.,,,Werbe- und Reisekosten,,,
4700,Vertriebskosten,Betriebsausgabe,Kosten Warenabgabe,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für Vertriebskosten.,,,Kosten der Warenabgabe,,,
4710,Verpackungsmaterial,Betriebsausgabe,Kosten Warenabgabe,,,8. Sonstige betriebliche Aufwendungen,Aufwand für Verkaufsverpackungen.,,,Kosten der Warenabgabe,,,
4780,Fremdleistungen (Marketing und Vertrieb),Betriebsausgabe,Kosten Warenabgabe,,,8. Sonstige betriebliche Aufwendungen,"Kosten für externe Vertriebspartner, Provisionen etc.",,,Kosten der Warenabgabe,,,
4800,Reparaturen und Instandhaltungen von technischen Anlagen und Maschinen,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,Laufende Instandhaltung von Produktionsanlagen.,,,Instandhaltung und Werkzeuge,,,
4805,Reparaturen und Instandhaltungen von Betriebs- und Geschäftsausstattung,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,"Reparaturen an Büromöbeln, Computern etc.",,,Instandhaltung und Werkzeuge,,,
4806,Wartungskosten für Hard- und Software,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,Kosten für Wartungsverträge.,,,Instandhaltung und Werkzeuge,,,
4808,Zuführung zu Aufwandsrückstellungen,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,Bildung von Rückstellungen für unterlassene Instandhaltung.,,,Instandhaltung und Werkzeuge,,,
4809,Sonstige Reparaturen und Instandhaltungen,Betriebsausgabe,Reparatur/Instandhaltung,,,8. Sonstige betriebliche Aufwendungen,Auffangkonto für sonstige Instandhaltungsaufwendungen.,,,Instandhaltung und Werkzeuge,,,
4832,Abschreibungen auf Kfz,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,Planmäßige Abschreibung auf PKW und LKW.,,,Abschreibungen,,,
4833,Abschreibungen auf Gebäudeanteil des häuslichen Arbeitszimmers,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,Abschreibung auf den als Betriebsvermögen aktivierten Anteil.,,,Abschreibungen,,,
4840,Außerplanmäßige Abschreibungen auf Sachanlagen,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,Abschreibungen aufgrund dauerhafter Wertminderung.,,,Abschreibungen,,,
4855,Sofortabschreibung GWG,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,Abschreibung für geringwertige Wirtschaftsgüter bis zur jeweiligen Wertgrenze im Jahr der Anschaffung.,,,Abschreibungen,,,
4860,Abschreibungen auf aktivierte GWG,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,"Planmäßige Abschreibung von GWG, die einzeln aktiviert und abgeschrieben werden.",,,Abschreibungen,,,
4862,Abschreibungen Sammelposten GWG,Abschreibung,Abschreibungen,,,7.a) Abschreibungen auf immat. VG und Sachanlagen,Lineare Abschreibung des Sammelpostens für GWG über 5 Jahre.,,,Abschreibungen,,,
4900,Sonstige betriebliche Aufwendungen,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für sonstige betriebliche Aufwendungen.,,,sonstige Aufwendungen,,,
4905,"Sonstige Aufwendungen, betrieblich und regelmäßig",Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Regelmäßige betriebliche Aufwendungen, die keiner anderen Kategorie zugeordnet werden können.",,,sonstige Aufwendungen,,,
4909,Fremdleistungen (Administrativ),Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Eingekaufte Dienstleistungen für die Verwaltung (z.B. externes Sekretariat).,,,sonstige Aufwendungen,,,
4910,Porto,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für Briefmarken, Paketsendungen etc.",,,"Bürobedarf, Porto, Telefon",,,
4920,Telefon,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Grundgebühren und Gesprächskosten für Festnetz und Mobilfunk.,,,"Bürobedarf, Porto, Telefon",,,
4925,Internetkosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Kosten für den Internetzugang.,,,"Bürobedarf, Porto, Telefon",,,
4930,Bürobedarf,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für Papier, Stifte, Druckerpatronen etc.",,,"Bürobedarf, Porto, Telefon",,,
4940,"Zeitschriften, Bücher",Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Fachliteratur für den Betrieb.,,,"Fachzeitschriften, Bücher",,,
4945,Fortbildungskosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für Seminare, Kurse und Schulungen für Mitarbeiter und Unternehmer.",,,sonstige Aufwendungen,,,
4946,Freiwillige Sozialleistungen,Betriebsausgabe,Sonstige Kosten,,,6.b) Soziale Abgaben...,"Betriebsausgaben für das Wohl der Belegschaft (z.B. Kosten für Betriebsausflüge, Weihnachtsfeiern).",,,sonstige Aufwendungen,,,
4950,Rechts- und Beratungskosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Honorare für Anwälte, Notare, Unternehmensberater etc.",,,Rechts- und Beratungskosten,,,
4955,Buchführungskosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für den Steuerberater (lfd. Buchhaltung, Lohnabrechnung) oder Buchführungssoftware.",,,Rechts- und Beratungskosten,,,
4957,Abschluss- und Prüfungskosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Kosten für die Erstellung und Prüfung des Jahresabschlusses.,,,Rechts- und Beratungskosten,,,
4958,Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Miete für von Gesellschaftern überlassene Maschinen, Fahrzeuge etc.",,,Mieten für Einrichtungen,,,
4959,Vergütungen an Mitunternehmer für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend),Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Miete für von Mitunternehmern überlassene bewegliche Wirtschaftsgüter.,,,Mieten für Einrichtungen,,,
4960,Mieten für Einrichtungen,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Miete für bewegliche Wirtschaftsgüter wie Maschinen, Kopierer (Operating Leasing).",,,Mieten für Einrichtungen,,,
4964,"Softwarekosten (z.B. Gebühren Softwarenutzung, SaaS)",Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Laufende Kosten für Software-Abonnements oder Nutzungsgebühren, die nicht aktiviert werden.",,,sonstige Aufwendungen,,,
4969,Aufwendungen für Abraum- und Abfallbeseitigung,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kosten für Müllentsorgung, Recycling.",,,sonstige Aufwendungen,,,
4970,Nebenkosten des Geldverkehrs,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Kontoführungsgebühren, Spesen für Überweisungen, EC-Cash-Gebühren.",,,sonstige Aufwendungen,,,
4971,Verwahrentgelt,Betriebsausgabe,Sonstige Kosten,,,12. Zinsen und ähnliche Aufwendungen,Negativzinsen auf Bankguthaben.,,,sonstige Aufwendungen,,,
4980,Sonstiger Betriebsbedarf,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Auffangkonto für diverse kleinere betriebliche Aufwendungen.,,,sonstige Aufwendungen,,,
4985,Werkzeuge und Kleingeräte,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,"Werkzeuge und Kleingeräte, die nicht als GWG aktiviert werden.",,,Instandhaltung und Werkzeuge,,,
4997,Verwaltungskosten,Betriebsausgabe,Sonstige Kosten,,,8. Sonstige betriebliche Aufwendungen,Sammelkonto für allgemeine Verwaltungskosten.,,,sonstige Aufwendungen,,,
8000,Umsatzerlöse,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Sammelkonto für Umsatzerlöse ohne festen Steuersatz.,,,,,,
8110,Sonstige steuerfreie Umsätze Inland,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Steuerfreie Umsätze mit Vorsteuerabzug nach § 4 Nr. 8-28 UStG.,48,,Umsatzerlöse,,,
8120,"Umsätze / Erlöse Lieferungen nach Drittland (Ausfuhrlieferung, § 4 Nr. 1a UStG)",Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Steuerfreie Warenlieferungen in Länder außerhalb der EU.,43,,Umsatzerlöse,,,
8125,"Umsätze / Erlöse Lieferungen an Unternehmen in der EU (innerg. Lieferung, steuerfrei nach §4 Nr. 1b UStG)",Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Steuerfreie Warenlieferungen an andere EU-Unternehmer mit USt-IdNr.,41,,Umsatzerlöse,,,
8130,Umsätze aus Lieferung des ersten Abnehmers bei Innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Steuerfreie Umsätze als erster Abnehmer in einem Dreiecksgeschäft.,42,,Umsatzerlöse,,,
8150,Sonstige steuerfreie Umsätze (§ 4 Nr. 2-7 UStG),Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Steuerfreie Umsätze mit Vorsteuerabzug (z.B. See- und Luftfahrt).,43,,Umsatzerlöse,,,
8160,"Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG",Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Steuerfreie Umsätze, die den Vorsteuerabzug ausschließen (z.B. Vermietung, ärztliche Leistungen).",48,,Umsatzerlöse,,,
8165,Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Sammelkonto für steuerfreie Umsätze ohne Vorsteuerabzug.,48,,Umsatzerlöse,,,
8190,Erlöse gemäß § 24 UStG,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze von pauschalierenden Land- und Forstwirten.,76,,Umsatzerlöse,,,
8191,Umsatzerlöse nach §§ 25 und 25a UStG 19/16% USt,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Umsätze, die der Differenz- oder Margenbesteuerung unterliegen (z.B. Reiseleistungen, Gebrauchtwaren).",81,3,Umsatzerlöse,,,
8193,Umsatzerlöse nach §§ 25 und 25a UStG ohne USt,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Nicht steuerbarer Anteil der Umsätze aus der Differenzbesteuerung.,,,Umsatzerlöse,,,
8200,Umsätze / Erlöse,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Sammelkonto für Umsatzerlöse (oft für nicht steuerbare Umsätze verwendet).,,,,,,
8290,Umsätze / Erlöse 0%,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum Nullsteuersatz (z.B. für Photovoltaikanlagen ab 2023).,87,1,Umsatzerlöse,,,
8300,Umsätze / Erlöse 7/5% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum ermäßigten Steuersatz.,86,2,Umsatzerlöse,,,
8310,Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7/5% USt.,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum ermäßigten Satz.",86,2,Umsatzerlöse,,,
8315,Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19/16% USt.,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Fernverkäufe an Privatpersonen in der EU, die im Inland steuerbar sind (Lieferschwelle nicht überschritten), zum Regelsatz.",81,3,Umsatzerlöse,,,
8320,Umsätze / Erlöse Lieferungen an Privat im anderen EU Land steuerpflichtig,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,"Fernverkäufe (OSS), die im Bestimmungsland steuerpflichtig sind.",45,,Umsatzerlöse,,,
8333,Umsätze / Erlöse 5% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum temporär gesenkten ermäßigten Satz.,35,2,Umsatzerlöse,,,
8334,Umsätze / Erlöse 7% Umsatzsteuer,Einnahme,Umsatzerlöse,,,1. Umsatzerlöse,Umsätze zum ermäßigten Satz von 7%.,86,2,Umsatzerlöse,,,
